start,end,speaker,text,tokens,dependencies,entities,intervention
00:01:49.406,00:01:50.787,SPEAKER_01,"JVD, tracheal deviation.","[{""text"": ""JVD"", ""pos"": ""PROPN"", ""lemma"": ""JVD""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""tracheal"", ""pos"": ""NOUN"", ""lemma"": ""tracheal""}, {""text"": ""deviation"", ""pos"": ""NOUN"", ""lemma"": ""deviation""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""JVD"", ""head"": ""JVD"", ""relation"": ""ROOT""}, {""word"": "","", ""head"": ""JVD"", ""relation"": ""punct""}, {""word"": ""tracheal"", ""head"": ""deviation"", ""relation"": ""compound""}, {""word"": ""deviation"", ""head"": ""JVD"", ""relation"": ""appos""}, {""word"": ""."", ""head"": ""JVD"", ""relation"": ""punct""}]","[{""entity"": ""Biological_structure"", ""text"": ""tr"", ""score"": 0.9869999885559082}, {""entity"": ""Biological_structure"", ""text"": ""##ache"", ""score"": 0.9269999861717224}, {""entity"": ""Biological_structure"", ""text"": ""##al"", ""score"": 0.8569999933242798}]","{""label"": ""Airway"", ""confidence"": 0.378}"
00:01:50.808,00:01:51.308,SPEAKER_01,Negative.,"[{""text"": ""Negative"", ""pos"": ""ADJ"", ""lemma"": ""negative""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Negative"", ""head"": ""Negative"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""Negative"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.362}"
00:01:51.909,00:01:52.870,SPEAKER_01,Any clavicle injuries?,"[{""text"": ""clavicle"", ""pos"": ""NOUN"", ""lemma"": ""clavicle""}, {""text"": ""injuries"", ""pos"": ""NOUN"", ""lemma"": ""injury""}, {""text"": ""?"", ""pos"": ""PUNCT"", ""lemma"": ""?""}]","[{""word"": ""Any"", ""head"": ""injuries"", ""relation"": ""det""}, {""word"": ""clavicle"", ""head"": ""injuries"", ""relation"": ""compound""}, {""word"": ""injuries"", ""head"": ""injuries"", ""relation"": ""ROOT""}, {""word"": ""?"", ""head"": ""injuries"", ""relation"": ""punct""}]","[{""entity"": ""Biological_structure"", ""text"": ""##cle"", ""score"": 0.8709999918937683}]","{""label"": ""Airway"", ""confidence"": 0.374}"
00:01:53.875,00:01:54.094,SPEAKER_01,Negative.,"[{""text"": ""Negative"", ""pos"": ""ADJ"", ""lemma"": ""negative""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Negative"", ""head"": ""Negative"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""Negative"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.362}"
00:01:54.114,00:01:55.977,SPEAKER_01,I'm going to also take the lung sounds here.,"[{""text"": ""going"", ""pos"": ""VERB"", ""lemma"": ""go""}, {""text"": ""lung"", ""pos"": ""NOUN"", ""lemma"": ""lung""}, {""text"": ""sounds"", ""pos"": ""VERB"", ""lemma"": ""sound""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""I"", ""head"": ""going"", ""relation"": ""nsubj""}, {""word"": ""'m"", ""head"": ""going"", ""relation"": ""aux""}, {""word"": ""going"", ""head"": ""going"", ""relation"": ""ROOT""}, {""word"": ""to"", ""head"": ""take"", ""relation"": ""aux""}, {""word"": ""also"", ""head"": ""take"", ""relation"": ""advmod""}, {""word"": ""take"", ""head"": ""going"", ""relation"": ""xcomp""}, {""word"": ""the"", ""head"": ""sounds"", ""relation"": ""det""}, {""word"": ""lung"", ""head"": ""sounds"", ""relation"": ""compound""}, {""word"": ""sounds"", ""head"": ""take"", ""relation"": ""dobj""}, {""word"": ""here"", ""head"": ""take"", ""relation"": ""advmod""}, {""word"": ""."", ""head"": ""going"", ""relation"": ""punct""}]","[{""entity"": ""Biological_structure"", ""text"": ""lung"", ""score"": 0.996999979019165}]","{""label"": ""Airway"", ""confidence"": 0.359}"
00:01:55.996,00:02:06.486,SPEAKER_01,"Okay, no lung sounds on the right.","[{""text"": ""Okay"", ""pos"": ""INTJ"", ""lemma"": ""okay""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""lung"", ""pos"": ""NOUN"", ""lemma"": ""lung""}, {""text"": ""sounds"", ""pos"": ""VERB"", ""lemma"": ""sound""}, {""text"": ""right"", ""pos"": ""NOUN"", ""lemma"": ""right""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Okay"", ""head"": ""sounds"", ""relation"": ""intj""}, {""word"": "","", ""head"": ""sounds"", ""relation"": ""punct""}, {""word"": ""no"", ""head"": ""lung"", ""relation"": ""det""}, {""word"": ""lung"", ""head"": ""sounds"", ""relation"": ""nsubj""}, {""word"": ""sounds"", ""head"": ""sounds"", ""relation"": ""ROOT""}, {""word"": ""on"", ""head"": ""sounds"", ""relation"": ""prep""}, {""word"": ""the"", ""head"": ""right"", ""relation"": ""det""}, {""word"": ""right"", ""head"": ""on"", ""relation"": ""pobj""}, {""word"": ""."", ""head"": ""sounds"", ""relation"": ""punct""}]","[{""entity"": ""Sign_symptom"", ""text"": ""lung"", ""score"": 0.5339999794960022}]","{""label"": ""Medication"", ""confidence"": 0.347}"
00:02:06.506,00:02:07.307,SPEAKER_01,That's correct.,"[{""text"": ""correct"", ""pos"": ""ADJ"", ""lemma"": ""correct""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""That"", ""head"": ""'s"", ""relation"": ""nsubj""}, {""word"": ""'s"", ""head"": ""'s"", ""relation"": ""ROOT""}, {""word"": ""correct"", ""head"": ""'s"", ""relation"": ""acomp""}, {""word"": ""."", ""head"": ""'s"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.363}"
00:02:07.466,00:02:08.427,SPEAKER_01,I'm going to confirm that.,"[{""text"": ""going"", ""pos"": ""VERB"", ""lemma"": ""go""}, {""text"": ""confirm"", ""pos"": ""VERB"", ""lemma"": ""confirm""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""I"", ""head"": ""going"", ""relation"": ""nsubj""}, {""word"": ""'m"", ""head"": ""going"", ""relation"": ""aux""}, {""word"": ""going"", ""head"": ""going"", ""relation"": ""ROOT""}, {""word"": ""to"", ""head"": ""confirm"", ""relation"": ""aux""}, {""word"": ""confirm"", ""head"": ""going"", ""relation"": ""xcomp""}, {""word"": ""that"", ""head"": ""confirm"", ""relation"": ""dobj""}, {""word"": ""."", ""head"": ""going"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.371}"
00:02:08.448,00:02:10.128,SPEAKER_01,I only have the chest wires on the left.,"[{""text"": ""chest"", ""pos"": ""NOUN"", ""lemma"": ""chest""}, {""text"": ""wires"", ""pos"": ""NOUN"", ""lemma"": ""wire""}, {""text"": ""left"", ""pos"": ""NOUN"", ""lemma"": ""left""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""I"", ""head"": ""have"", ""relation"": ""nsubj""}, {""word"": ""only"", ""head"": ""have"", ""relation"": ""advmod""}, {""word"": ""have"", ""head"": ""have"", ""relation"": ""ROOT""}, {""word"": ""the"", ""head"": ""wires"", ""relation"": ""det""}, {""word"": ""chest"", ""head"": ""wires"", ""relation"": ""compound""}, {""word"": ""wires"", ""head"": ""have"", ""relation"": ""dobj""}, {""word"": ""on"", ""head"": ""wires"", ""relation"": ""prep""}, {""word"": ""the"", ""head"": ""left"", ""relation"": ""det""}, {""word"": ""left"", ""head"": ""on"", ""relation"": ""pobj""}, {""word"": ""."", ""head"": ""have"", ""relation"": ""punct""}]","[{""entity"": ""Detailed_description"", ""text"": ""chest"", ""score"": 0.8140000104904175}]","{""label"": ""Airway"", ""confidence"": 0.363}"
00:02:11.229,00:02:11.890,SPEAKER_01,"That's correct, yep.","[{""text"": ""correct"", ""pos"": ""ADJ"", ""lemma"": ""correct""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""yep"", ""pos"": ""PROPN"", ""lemma"": ""yep""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""That"", ""head"": ""'s"", ""relation"": ""nsubj""}, {""word"": ""'s"", ""head"": ""'s"", ""relation"": ""ROOT""}, {""word"": ""correct"", ""head"": ""'s"", ""relation"": ""acomp""}, {""word"": "","", ""head"": ""'s"", ""relation"": ""punct""}, {""word"": ""yep"", ""head"": ""'s"", ""relation"": ""npadvmod""}, {""word"": ""."", ""head"": ""'s"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.353}"
00:02:11.911,00:02:13.611,SPEAKER_01,"Okay, so we have a possible tension pneumo.","[{""text"": ""Okay"", ""pos"": ""INTJ"", ""lemma"": ""okay""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""possible"", ""pos"": ""ADJ"", ""lemma"": ""possible""}, {""text"": ""tension"", ""pos"": ""NOUN"", ""lemma"": ""tension""}, {""text"": ""pneumo"", ""pos"": ""ADJ"", ""lemma"": ""pneumo""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Okay"", ""head"": ""have"", ""relation"": ""intj""}, {""word"": "","", ""head"": ""have"", ""relation"": ""punct""}, {""word"": ""so"", ""head"": ""have"", ""relation"": ""advmod""}, {""word"": ""we"", ""head"": ""have"", ""relation"": ""nsubj""}, {""word"": ""have"", ""head"": ""have"", ""relation"": ""ROOT""}, {""word"": ""a"", ""head"": ""tension"", ""relation"": ""det""}, {""word"": ""possible"", ""head"": ""tension"", ""relation"": ""amod""}, {""word"": ""tension"", ""head"": ""have"", ""relation"": ""dobj""}, {""word"": ""pneumo"", ""head"": ""tension"", ""relation"": ""amod""}, {""word"": ""."", ""head"": ""have"", ""relation"": ""punct""}]","[{""entity"": ""Therapeutic_procedure"", ""text"": ""tension"", ""score"": 0.6470000147819519}]","{""label"": ""Airway"", ""confidence"": 0.398}"
00:02:13.632,00:02:17.836,SPEAKER_01,"I'm going to stop right there and we're going to actually, I'm going to grab you the needle out of the bag there.","[{""text"": ""going"", ""pos"": ""VERB"", ""lemma"": ""go""}, {""text"": ""stop"", ""pos"": ""VERB"", ""lemma"": ""stop""}, {""text"": ""right"", ""pos"": ""ADV"", ""lemma"": ""right""}, {""text"": ""going"", ""pos"": ""VERB"", ""lemma"": ""go""}, {""text"": ""actually"", ""pos"": ""ADV"", ""lemma"": ""actually""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""going"", ""pos"": ""VERB"", ""lemma"": ""go""}, {""text"": ""grab"", ""pos"": ""VERB"", ""lemma"": ""grab""}, {""text"": ""needle"", ""pos"": ""NOUN"", ""lemma"": ""needle""}, {""text"": ""bag"", ""pos"": ""NOUN"", ""lemma"": ""bag""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""I"", ""head"": ""going"", ""relation"": ""nsubj""}, {""word"": ""'m"", ""head"": ""going"", ""relation"": ""aux""}, {""word"": ""going"", ""head"": ""going"", ""relation"": ""ccomp""}, {""word"": ""to"", ""head"": ""stop"", ""relation"": ""aux""}, {""word"": ""stop"", ""head"": ""going"", ""relation"": ""xcomp""}, {""word"": ""right"", ""head"": ""there"", ""relation"": ""advmod""}, {""word"": ""there"", ""head"": ""stop"", ""relation"": ""advmod""}, {""word"": ""and"", ""head"": ""going"", ""relation"": ""cc""}, {""word"": ""we"", ""head"": ""going"", ""relation"": ""nsubj""}, {""word"": ""'re"", ""head"": ""going"", ""relation"": ""aux""}, {""word"": ""going"", ""head"": ""going"", ""relation"": ""ccomp""}, {""word"": ""to"", ""head"": ""going"", ""relation"": ""prep""}, {""word"": ""actually"", ""head"": ""going"", ""relation"": ""advmod""}, {""word"": "","", ""head"": ""going"", ""relation"": ""punct""}, {""word"": ""I"", ""head"": ""going"", ""relation"": ""nsubj""}, {""word"": ""'m"", ""head"": ""going"", ""relation"": ""aux""}, {""word"": ""going"", ""head"": ""going"", ""relation"": ""ROOT""}, {""word"": ""to"", ""head"": ""grab"", ""relation"": ""aux""}, {""word"": ""grab"", ""head"": ""going"", ""relation"": ""xcomp""}, {""word"": ""you"", ""head"": ""grab"", ""relation"": ""dative""}, {""word"": ""the"", ""head"": ""needle"", ""relation"": ""det""}, {""word"": ""needle"", ""head"": ""grab"", ""relation"": ""dobj""}, {""word"": ""out"", ""head"": ""grab"", ""relation"": ""prep""}, {""word"": ""of"", ""head"": ""out"", ""relation"": ""prep""}, {""word"": ""the"", ""head"": ""bag"", ""relation"": ""det""}, {""word"": ""bag"", ""head"": ""of"", ""relation"": ""pobj""}, {""word"": ""there"", ""head"": ""grab"", ""relation"": ""advmod""}, {""word"": ""."", ""head"": ""going"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.364}"
00:02:17.855,00:02:19.578,SPEAKER_01,We're going to needle the chest here.,"[{""text"": ""going"", ""pos"": ""VERB"", ""lemma"": ""go""}, {""text"": ""needle"", ""pos"": ""VERB"", ""lemma"": ""needle""}, {""text"": ""chest"", ""pos"": ""NOUN"", ""lemma"": ""chest""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""We"", ""head"": ""going"", ""relation"": ""nsubj""}, {""word"": ""'re"", ""head"": ""going"", ""relation"": ""aux""}, {""word"": ""going"", ""head"": ""going"", ""relation"": ""ROOT""}, {""word"": ""to"", ""head"": ""needle"", ""relation"": ""aux""}, {""word"": ""needle"", ""head"": ""going"", ""relation"": ""xcomp""}, {""word"": ""the"", ""head"": ""chest"", ""relation"": ""det""}, {""word"": ""chest"", ""head"": ""needle"", ""relation"": ""dobj""}, {""word"": ""here"", ""head"": ""needle"", ""relation"": ""advmod""}, {""word"": ""."", ""head"": ""going"", ""relation"": ""punct""}]","[{""entity"": ""Therapeutic_procedure"", ""text"": ""needle"", ""score"": 0.949999988079071}]","{""label"": ""Airway"", ""confidence"": 0.36}"
00:02:20.150,00:02:25.793,SPEAKER_01,"I'm going to do a second intercostal space, mid-tellicular, just above the rib.","[{""text"": ""going"", ""pos"": ""VERB"", ""lemma"": ""go""}, {""text"": ""second"", ""pos"": ""ADJ"", ""lemma"": ""second""}, {""text"": ""intercostal"", ""pos"": ""ADJ"", ""lemma"": ""intercostal""}, {""text"": ""space"", ""pos"": ""NOUN"", ""lemma"": ""space""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""mid"", ""pos"": ""ADJ"", ""lemma"": ""mid""}, {""text"": ""-"", ""pos"": ""NOUN"", ""lemma"": ""-""}, {""text"": ""tellicular"", ""pos"": ""ADJ"", ""lemma"": ""tellicular""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""rib"", ""pos"": ""NOUN"", ""lemma"": ""rib""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""I"", ""head"": ""going"", ""relation"": ""nsubj""}, {""word"": ""'m"", ""head"": ""going"", ""relation"": ""aux""}, {""word"": ""going"", ""head"": ""going"", ""relation"": ""ROOT""}, {""word"": ""to"", ""head"": ""do"", ""relation"": ""aux""}, {""word"": ""do"", ""head"": ""going"", ""relation"": ""xcomp""}, {""word"": ""a"", ""head"": ""space"", ""relation"": ""det""}, {""word"": ""second"", ""head"": ""space"", ""relation"": ""amod""}, {""word"": ""intercostal"", ""head"": ""space"", ""relation"": ""amod""}, {""word"": ""space"", ""head"": ""do"", ""relation"": ""dobj""}, {""word"": "","", ""head"": ""space"", ""relation"": ""punct""}, {""word"": ""mid"", ""head"": ""space"", ""relation"": ""appos""}, {""word"": ""-"", ""head"": ""space"", ""relation"": ""appos""}, {""word"": ""tellicular"", ""head"": ""space"", ""relation"": ""amod""}, {""word"": "","", ""head"": ""space"", ""relation"": ""punct""}, {""word"": ""just"", ""head"": ""above"", ""relation"": ""advmod""}, {""word"": ""above"", ""head"": ""do"", ""relation"": ""prep""}, {""word"": ""the"", ""head"": ""rib"", ""relation"": ""det""}, {""word"": ""rib"", ""head"": ""above"", ""relation"": ""pobj""}, {""word"": ""."", ""head"": ""going"", ""relation"": ""punct""}]",[],"{""label"": ""Medication"", ""confidence"": 0.353}"
00:02:25.893,00:02:32.918,SPEAKER_01,I'm actually going to need a little chest because that's expensive.,"[{""text"": ""actually"", ""pos"": ""ADV"", ""lemma"": ""actually""}, {""text"": ""going"", ""pos"": ""VERB"", ""lemma"": ""go""}, {""text"": ""need"", ""pos"": ""VERB"", ""lemma"": ""need""}, {""text"": ""little"", ""pos"": ""ADJ"", ""lemma"": ""little""}, {""text"": ""chest"", ""pos"": ""NOUN"", ""lemma"": ""chest""}, {""text"": ""expensive"", ""pos"": ""ADJ"", ""lemma"": ""expensive""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""I"", ""head"": ""going"", ""relation"": ""nsubj""}, {""word"": ""'m"", ""head"": ""going"", ""relation"": ""aux""}, {""word"": ""actually"", ""head"": ""going"", ""relation"": ""advmod""}, {""word"": ""going"", ""head"": ""going"", ""relation"": ""ROOT""}, {""word"": ""to"", ""head"": ""need"", ""relation"": ""aux""}, {""word"": ""need"", ""head"": ""going"", ""relation"": ""xcomp""}, {""word"": ""a"", ""head"": ""chest"", ""relation"": ""det""}, {""word"": ""little"", ""head"": ""chest"", ""relation"": ""amod""}, {""word"": ""chest"", ""head"": ""need"", ""relation"": ""dobj""}, {""word"": ""because"", ""head"": ""'s"", ""relation"": ""mark""}, {""word"": ""that"", ""head"": ""'s"", ""relation"": ""nsubj""}, {""word"": ""'s"", ""head"": ""going"", ""relation"": ""advcl""}, {""word"": ""expensive"", ""head"": ""'s"", ""relation"": ""acomp""}, {""word"": ""."", ""head"": ""going"", ""relation"": ""punct""}]","[{""entity"": ""Therapeutic_procedure"", ""text"": ""chest"", ""score"": 0.4359999895095825}]","{""label"": ""Airway"", ""confidence"": 0.367}"
00:02:34.038,00:02:35.618,SPEAKER_01,"Okay, need a little chest.","[{""text"": ""Okay"", ""pos"": ""INTJ"", ""lemma"": ""okay""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""need"", ""pos"": ""VERB"", ""lemma"": ""need""}, {""text"": ""little"", ""pos"": ""ADJ"", ""lemma"": ""little""}, {""text"": ""chest"", ""pos"": ""NOUN"", ""lemma"": ""chest""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Okay"", ""head"": ""need"", ""relation"": ""intj""}, {""word"": "","", ""head"": ""need"", ""relation"": ""punct""}, {""word"": ""need"", ""head"": ""need"", ""relation"": ""ROOT""}, {""word"": ""a"", ""head"": ""chest"", ""relation"": ""det""}, {""word"": ""little"", ""head"": ""chest"", ""relation"": ""amod""}, {""word"": ""chest"", ""head"": ""need"", ""relation"": ""dobj""}, {""word"": ""."", ""head"": ""need"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.354}"
00:02:36.219,00:02:38.241,SPEAKER_01,Do I hear any type of... You do.,"[{""text"": ""hear"", ""pos"": ""VERB"", ""lemma"": ""hear""}, {""text"": ""type"", ""pos"": ""NOUN"", ""lemma"": ""type""}, {""text"": ""..."", ""pos"": ""PUNCT"", ""lemma"": ""...""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Do"", ""head"": ""hear"", ""relation"": ""aux""}, {""word"": ""I"", ""head"": ""hear"", ""relation"": ""nsubj""}, {""word"": ""hear"", ""head"": ""hear"", ""relation"": ""ROOT""}, {""word"": ""any"", ""head"": ""type"", ""relation"": ""det""}, {""word"": ""type"", ""head"": ""hear"", ""relation"": ""dobj""}, {""word"": ""of"", ""head"": ""type"", ""relation"": ""prep""}, {""word"": ""..."", ""head"": ""hear"", ""relation"": ""punct""}, {""word"": ""You"", ""head"": ""do"", ""relation"": ""nsubj""}, {""word"": ""do"", ""head"": ""do"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""do"", ""relation"": ""punct""}]","[{""entity"": ""Detailed_description"", ""text"": ""do"", ""score"": 0.671999990940094}]","{""label"": ""Airway"", ""confidence"": 0.363}"
00:02:38.260,00:02:42.743,SPEAKER_01,"Okay, so I'm going to reconfer and I do have chest rise on the right side now.","[{""text"": ""Okay"", ""pos"": ""INTJ"", ""lemma"": ""okay""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""going"", ""pos"": ""VERB"", ""lemma"": ""go""}, {""text"": ""reconfer"", ""pos"": ""VERB"", ""lemma"": ""reconfer""}, {""text"": ""chest"", ""pos"": ""NOUN"", ""lemma"": ""chest""}, {""text"": ""rise"", ""pos"": ""NOUN"", ""lemma"": ""rise""}, {""text"": ""right"", ""pos"": ""ADJ"", ""lemma"": ""right""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Okay"", ""head"": ""going"", ""relation"": ""intj""}, {""word"": "","", ""head"": ""going"", ""relation"": ""punct""}, {""word"": ""so"", ""head"": ""going"", ""relation"": ""advmod""}, {""word"": ""I"", ""head"": ""going"", ""relation"": ""nsubj""}, {""word"": ""'m"", ""head"": ""going"", ""relation"": ""aux""}, {""word"": ""going"", ""head"": ""going"", ""relation"": ""ROOT""}, {""word"": ""to"", ""head"": ""reconfer"", ""relation"": ""aux""}, {""word"": ""reconfer"", ""head"": ""going"", ""relation"": ""xcomp""}, {""word"": ""and"", ""head"": ""going"", ""relation"": ""cc""}, {""word"": ""I"", ""head"": ""have"", ""relation"": ""nsubj""}, {""word"": ""do"", ""head"": ""have"", ""relation"": ""aux""}, {""word"": ""have"", ""head"": ""going"", ""relation"": ""conj""}, {""word"": ""chest"", ""head"": ""rise"", ""relation"": ""compound""}, {""word"": ""rise"", ""head"": ""have"", ""relation"": ""dobj""}, {""word"": ""on"", ""head"": ""rise"", ""relation"": ""prep""}, {""word"": ""the"", ""head"": ""side"", ""relation"": ""det""}, {""word"": ""right"", ""head"": ""side"", ""relation"": ""amod""}, {""word"": ""side"", ""head"": ""on"", ""relation"": ""pobj""}, {""word"": ""now"", ""head"": ""have"", ""relation"": ""advmod""}, {""word"": ""."", ""head"": ""have"", ""relation"": ""punct""}]","[{""entity"": ""Therapeutic_procedure"", ""text"": ""rec"", ""score"": 0.9850000143051147}, {""entity"": ""Clinical_event"", ""text"": ""##fer"", ""score"": 0.8140000104904175}, {""entity"": ""Biological_structure"", ""text"": ""chest"", ""score"": 0.6919999718666077}]","{""label"": ""Airway"", ""confidence"": 0.367}"
00:02:42.883,00:02:43.144,SPEAKER_00,You do.,"[{""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""You"", ""head"": ""do"", ""relation"": ""nsubj""}, {""word"": ""do"", ""head"": ""do"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""do"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.363}"
00:02:43.183,00:02:43.723,SPEAKER_01,Abdominal area.,"[{""text"": ""Abdominal"", ""pos"": ""ADJ"", ""lemma"": ""abdominal""}, {""text"": ""area"", ""pos"": ""NOUN"", ""lemma"": ""area""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Abdominal"", ""head"": ""area"", ""relation"": ""amod""}, {""word"": ""area"", ""head"": ""area"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""area"", ""relation"": ""punct""}]","[{""entity"": ""Biological_structure"", ""text"": ""abdominal"", ""score"": 1.0}]","{""label"": ""Airway"", ""confidence"": 0.36}"
00:02:43.743,00:02:44.245,SPEAKER_01,Abdomen's soft.,"[{""text"": ""Abdomen"", ""pos"": ""PROPN"", ""lemma"": ""Abdomen""}, {""text"": ""soft"", ""pos"": ""ADJ"", ""lemma"": ""soft""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Abdomen"", ""head"": ""soft"", ""relation"": ""poss""}, {""word"": ""'s"", ""head"": ""Abdomen"", ""relation"": ""case""}, {""word"": ""soft"", ""head"": ""soft"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""soft"", ""relation"": ""punct""}]","[{""entity"": ""Biological_structure"", ""text"": ""abdomen"", ""score"": 0.9990000128746033}]","{""label"": ""Airway"", ""confidence"": 0.366}"
00:02:44.324,00:02:45.185,SPEAKER_01,Okay.,"[{""text"": ""Okay"", ""pos"": ""INTJ"", ""lemma"": ""okay""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Okay"", ""head"": ""Okay"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""Okay"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.358}"
00:02:45.245,00:02:45.444,SPEAKER_01,Pelvis.,"[{""text"": ""Pelvis"", ""pos"": ""PROPN"", ""lemma"": ""Pelvis""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Pelvis"", ""head"": ""Pelvis"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""Pelvis"", ""relation"": ""punct""}]","[{""entity"": ""Biological_structure"", ""text"": ""pe"", ""score"": 0.9210000038146973}]","{""label"": ""Airway"", ""confidence"": 0.361}"
00:02:48.593,00:02:49.354,SPEAKER_00,Some instability.,"[{""text"": ""instability"", ""pos"": ""NOUN"", ""lemma"": ""instability""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Some"", ""head"": ""instability"", ""relation"": ""det""}, {""word"": ""instability"", ""head"": ""instability"", ""relation"": ""ROOT""}, {""word"": ""."", ""head"": ""instability"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.383}"
00:02:49.375,00:02:51.056,SPEAKER_01,"Okay, so notice I'm going to stop there.","[{""text"": ""Okay"", ""pos"": ""INTJ"", ""lemma"": ""okay""}, {""text"": "","", ""pos"": ""PUNCT"", ""lemma"": "",""}, {""text"": ""notice"", ""pos"": ""VERB"", ""lemma"": ""notice""}, {""text"": ""going"", ""pos"": ""VERB"", ""lemma"": ""go""}, {""text"": ""stop"", ""pos"": ""VERB"", ""lemma"": ""stop""}, {""text"": ""."", ""pos"": ""PUNCT"", ""lemma"": "".""}]","[{""word"": ""Okay"", ""head"": ""notice"", ""relation"": ""intj""}, {""word"": "","", ""head"": ""notice"", ""relation"": ""punct""}, {""word"": ""so"", ""head"": ""notice"", ""relation"": ""advmod""}, {""word"": ""notice"", ""head"": ""notice"", ""relation"": ""ROOT""}, {""word"": ""I"", ""head"": ""going"", ""relation"": ""nsubj""}, {""word"": ""'m"", ""head"": ""going"", ""relation"": ""aux""}, {""word"": ""going"", ""head"": ""notice"", ""relation"": ""ccomp""}, {""word"": ""to"", ""head"": ""stop"", ""relation"": ""aux""}, {""word"": ""stop"", ""head"": ""going"", ""relation"": ""xcomp""}, {""word"": ""there"", ""head"": ""stop"", ""relation"": ""advmod""}, {""word"": ""."", ""head"": ""notice"", ""relation"": ""punct""}]",[],"{""label"": ""Airway"", ""confidence"": 0.368}"
